"entrez.id;""gene.symbols"";""type.of.regulators"""
"285601;""GPR150"";""SIG"""
"134391;""GPR151"";""SIG"""
"390212;""GPR152"";""SIG"""
"387509;""GPR153"";""SIG"""
"165829;""GPR156"";""SIG"""
"80045;""GPR157"";""SIG"""
"57512;""GPR158"";""SIG"""
"26996;""GPR160"";""SIG"""
"23432;""GPR161"";""SIG"""
"27239;""GPR162"";""SIG"""
"2840;""GPR17"";""SIG"""
"29909;""GPR171"";""SIG"""
"84636;""GPR174"";""SIG"""
"11245;""GPR176"";""SIG"""
"79971;""WLS"";""SIG"""
"440435;""GPR179"";""SIG"""
"2841;""GPR18"";""SIG"""
"1880;""GPR183"";""SIG"""
"2842;""GPR19"";""SIG"""
"2843;""GPR20"";""SIG"""
"2844;""GPR21"";""SIG"""
"2845;""GPR22"";""SIG"""
"2848;""GPR25"";""SIG"""
"2849;""GPR26"";""SIG"""
"2827;""GPR3"";""SIG"""
"2853;""GPR31"";""SIG"""
"2854;""GPR32"";""SIG"""
"2856;""GPR33"";""SIG"""
"2857;""GPR34"";""SIG"""
"2859;""GPR35"";""SIG"""
"2861;""GPR37"";""SIG"""
"9283;""GPR37L1"";""SIG"""
"2863;""GPR39"";""SIG"""
"2828;""GPR4"";""SIG"""
"11251;""PTGDR2"";""SIG"""
"11250;""GPR45"";""SIG"""
"9248;""GPR50"";""SIG"""
"9293;""GPR52"";""SIG"""
"9290;""GPR55"";""SIG"""
"9289;""ADGRG1"";""SIG"""
"2830;""GPR6"";""SIG"""
"83873;""GPR61"";""SIG"""
"118442;""GPR62"";""SIG"""
"81491;""GPR63"";""SIG"""
"10149;""ADGRG2"";""SIG"""
"8477;""GPR65"";""SIG"""
"8111;""GPR68"";""SIG"""
"10936;""GPR75"";""SIG"""
"27202;""C5AR2"";""SIG"""
"27201;""GPR78"";""SIG"""
"27198;""HCAR1"";""SIG"""
"27197;""GPR82"";""SIG"""
"10888;""GPR83"";""SIG"""
"53831;""GPR84"";""SIG"""
"53836;""GPR87"";""SIG"""
"54112;""GPR88"";""SIG"""
"51463;""GPR89B"";""SIG"""
"222487;""ADGRG3"";""SIG"""
"84059;""ADGRV1"";""SIG"""
"51704;""GPRC5B"";""SIG"""
"55890;""GPRC5C"";""SIG"""
"55507;""GPRC5D"";""SIG"""
"222545;""GPRC6A"";""SIG"""
"2873;""GPS1"";""SIG"""
"2874;""GPS2"";""SIG"""
"26086;""GPSM1"";""SIG"""
"29899;""GPSM2"";""SIG"""
"63940;""GPSM3"";""SIG"""
"2876;""GPX1"";""SIG"""
"2887;""GRB10"";""SIG"""
"64388;""GREM2"";""SIG"""
"2892;""GRIA3"";""SIG"""
"2893;""GRIA4"";""SIG"""
"2895;""GRID2"";""SIG"""
"2897;""GRIK1"";""SIG"""
"2898;""GRIK2"";""SIG"""
"2899;""GRIK3"";""SIG"""
"2900;""GRIK4"";""SIG"""
"2902;""GRIN1"";""SIG"""
"2903;""GRIN2A"";""SIG"""
"2904;""GRIN2B"";""SIG"""
"2905;""GRIN2C"";""SIG"""
"116443;""GRIN3A"";""SIG"""
"116444;""GRIN3B"";""SIG"""
"6011;""GRK1"";""SIG"""
"2869;""GRK5"";""SIG"""
"2870;""GRK6"";""SIG"""
"2911;""GRM1"";""SIG"""
"2912;""GRM2"";""SIG"""
"2913;""GRM3"";""SIG"""
"2914;""GRM4"";""SIG"""
"2915;""GRM5"";""SIG"""
"2916;""GRM6"";""SIG"""
"2917;""GRM7"";""SIG"""
"2918;""GRM8"";""SIG"""
"2925;""GRPR"";""SIG"""
"79774;""GRTP1"";""SIG"""
"2931;""GSK3A"";""SIG"""
"2934;""GSN"";""SIG"""
"2935;""GSPT1"";""SIG"""
"51512;""GTSE1"";""SIG"""
"2979;""GUCA1B"";""SIG"""
"2982;""GUCY1A3"";""SIG"""
"2983;""GUCY1B3"";""SIG"""
"3001;""GZMA"";""SIG"""
"3002;""GZMB"";""SIG"""
"3014;""H2AFX"";""SIG"""
"1839;""HBEGF"";""SIG"""
"643752;""RAP1BL"";""SIG"""
"3060;""HCRT"";""SIG"""
"3061;""HCRTR1"";""SIG"""
"3062;""HCRTR2"";""SIG"""
"8841;""HDAC3"";""SIG"""
"9709;""HERPUD1"";""SIG"""
"3082;""HGF"";""SIG"""
"64399;""HHIP"";""SIG"""
"204851;""HIPK1"";""SIG"""
"10114;""HIPK3"";""SIG"""
"8359;""HIST1H4A"";""SIG"""
"8366;""HIST1H4B"";""SIG"""
"8364;""HIST1H4C"";""SIG"""
"8360;""HIST1H4D"";""SIG"""
"8367;""HIST1H4E"";""SIG"""
"8361;""HIST1H4F"";""SIG"""
"8365;""HIST1H4H"";""SIG"""
"8294;""HIST1H4I"";""SIG"""
"8363;""HIST1H4J"";""SIG"""
"8362;""HIST1H4K"";""SIG"""
"8368;""HIST1H4L"";""SIG"""
"8370;""HIST2H4A"";""SIG"""
"554313;""HIST2H4B"";""SIG"""
"121504;""HIST4H4"";""SIG"""
"3156;""HMGCR"";""SIG"""
"10042;""HMGXB4"";""SIG"""
"23526;""ARHGAP45"";""SIG"""
"51617;""HMP19"";""SIG"""
"9455;""HOMER2"";""SIG"""
"9454;""HOMER3"";""SIG"""
"3248;""HPGD"";""SIG"""
"3269;""HRH1"";""SIG"""
"3274;""HRH2"";""SIG"""
"11255;""HRH3"";""SIG"""
"59340;""HRH4"";""SIG"""
"3320;""HSP90AA1"";""SIG"""
"3326;""HSP90AB1"";""SIG"""
"3309;""HSPA5"";""SIG"""
"3329;""HSPD1"";""SIG"""
"3336;""HSPE1"";""SIG"""
"3350;""HTR1A"";""SIG"""
"3351;""HTR1B"";""SIG"""
"3352;""HTR1D"";""SIG"""
"3354;""HTR1E"";""SIG"""
"3355;""HTR1F"";""SIG"""
"3356;""HTR2A"";""SIG"""
"3357;""HTR2B"";""SIG"""
"3358;""HTR2C"";""SIG"""
"9177;""HTR3B"";""SIG"""
"3360;""HTR4"";""SIG"""
"3361;""HTR5A"";""SIG"""
"3362;""HTR6"";""SIG"""
"3363;""HTR7"";""SIG"""
"3064;""HTT"";""SIG"""
"3364;""HUS1"";""SIG"""
"23463;""ICMT"";""SIG"""
"3416;""IDE"";""SIG"""
"2537;""IFI6"";""SIG"""
"3455;""IFNAR2"";""SIG"""
"26160;""IFT172"";""SIG"""
"51098;""IFT52"";""SIG"""
"8100;""IFT88"";""SIG"""
"3485;""IGFBP2"";""SIG"""
"3486;""IGFBP3"";""SIG"""
"3489;""IGFBP6"";""SIG"""
"3551;""IKBKB"";""SIG"""
"8517;""IKBKG"";""SIG"""
"3600;""IL15"";""SIG"""
"23765;""IL17RA"";""SIG"""
"3552;""IL1A"";""SIG"""
"3553;""IL1B"";""SIG"""
"3554;""IL1R1"";""SIG"""
"3556;""IL1RAP"";""SIG"""
"26280;""IL1RAPL2"";""SIG"""
"9173;""IL1RL1"";""SIG"""
"53833;""IL20RB"";""SIG"""
"282618;""IFNL1"";""SIG"""
"133396;""IL31RA"";""SIG"""
"3569;""IL6"";""SIG"""
"3570;""IL6R"";""SIG"""
"3572;""IL6ST"";""SIG"""
"3575;""IL7R"";""SIG"""
"3611;""ILK"";""SIG"""
"51147;""ING4"";""SIG"""
"3633;""INPP5B"";""SIG"""
"3638;""INSIG1"";""SIG"""
"51141;""INSIG2"";""SIG"""
"3645;""INSRR"";""SIG"""
"27130;""INVS"";""SIG"""
"128239;""IQGAP3"";""SIG"""
"9922;""IQSEC1"";""SIG"""
"23096;""IQSEC2"";""SIG"""
"440073;""IQSEC3"";""SIG"""
"134728;""IRAK1BP1"";""SIG"""
"3656;""IRAK2"";""SIG"""
"11213;""IRAK3"";""SIG"""
"51135;""IRAK4"";""SIG"""
"3672;""ITGA1"";""SIG"""
"8515;""ITGA10"";""SIG"""
"22801;""ITGA11"";""SIG"""
"3673;""ITGA2"";""SIG"""
"3674;""ITGA2B"";""SIG"""
"3675;""ITGA3"";""SIG"""
"3676;""ITGA4"";""SIG"""
"3678;""ITGA5"";""SIG"""
"3655;""ITGA6"";""SIG"""
"3679;""ITGA7"";""SIG"""
"8516;""ITGA8"";""SIG"""
"3680;""ITGA9"";""SIG"""
"3681;""ITGAD"";""SIG"""
"3682;""ITGAE"";""SIG"""
"3684;""ITGAM"";""SIG"""
"3685;""ITGAV"";""SIG"""
"3687;""ITGAX"";""SIG"""
"3688;""ITGB1"";""SIG"""
"3689;""ITGB2"";""SIG"""
"3690;""ITGB3"";""SIG"""
"3691;""ITGB4"";""SIG"""
"3693;""ITGB5"";""SIG"""
"3694;""ITGB6"";""SIG"""
"3695;""ITGB7"";""SIG"""
"3696;""ITGB8"";""SIG"""
"9358;""ITGBL1"";""SIG"""
"55600;""ITLN1"";""SIG"""
"182;""JAG1"";""SIG"""
"3714;""JAG2"";""SIG"""
"8681;""JMJD7-PLA2G4B"";""SIG"""
"10524;""KAT5"";""SIG"""
"3756;""KCNH1"";""SIG"""
"3757;""KCNH2"";""SIG"""
"23416;""KCNH3"";""SIG"""
"23415;""KCNH4"";""SIG"""
"27133;""KCNH5"";""SIG"""
"81033;""KCNH6"";""SIG"""
"90134;""KCNH7"";""SIG"""
"3776;""KCNK2"";""SIG"""
"3791;""KDR"";""SIG"""
"57221;""ARFGEF3"";""SIG"""
"222223;""KIAA1324L"";""SIG"""
"80728;""ARHGAP39"";""SIG"""
"84451;""MAP3K21"";""SIG"""
"57498;""KIDINS220"";""SIG"""
"3802;""KIR2DL1"";""SIG"""
"84634;""KISS1R"";""SIG"""
"4254;""KITLG"";""SIG"""
"9365;""KL"";""SIG"""
"59349;""KLHL12"";""SIG"""
"5653;""KLK6"";""SIG"""
"22914;""KLRK1"";""SIG"""
"85442;""KNDC1"";""SIG"""
"3827;""KNG1"";""SIG"""
"3845;""KRAS"";""SIG"""
"83999;""KREMEN1"";""SIG"""
"79412;""KREMEN2"";""SIG"""
"889;""KRIT1"";""SIG"""
"337977;""KRTAP21-1"";""SIG"""
"8844;""KSR1"";""SIG"""
"283455;""KSR2"";""SIG"""
"90070;""LACRT"";""SIG"""
"10314;""LANCL1"";""SIG"""
"55915;""LANCL2"";""SIG"""
"3929;""LBP"";""SIG"""
"390598;""SKOR1"";""SIG"""
"3932;""LCK"";""SIG"""
"3937;""LCP2"";""SIG"""
"8861;""LDB1"";""SIG"""
"3950;""LECT2"";""SIG"""
"23592;""LEMD3"";""SIG"""
"3953;""LEPR"";""SIG"""
"3965;""LGALS9"";""SIG"""
"55366;""LGR4"";""SIG"""
"8549;""LGR5"";""SIG"""
"59352;""LGR6"";""SIG"""
"3972;""LHB"";""SIG"""
"3973;""LHCGR"";""SIG"""
"3977;""LIFR"";""SIG"""
"11026;""LILRA3"";""SIG"""
"84894;""LINGO1"";""SIG"""
"100134291;NA;""SIG"""
"100271715;""ARHGEF33"";""SIG"""
"100289600;NA;""SIG"""
"100294275;NA;""SIG"""
"138652;""PRSS47"";""SIG"""
"399491;NA;""SIG"""
"653160;""LOC653160"";""SIG"""
"1902;""LPAR1"";""SIG"""
"9170;""LPAR2"";""SIG"""
"23566;""LPAR3"";""SIG"""
"2846;""LPAR4"";""SIG"""
"57121;""LPAR5"";""SIG"""
"10161;""LPAR6"";""SIG"""
"22859;""ADGRL1"";""SIG"""
"23266;""ADGRL2"";""SIG"""
"23284;""ADGRL3"";""SIG"""
"4035;""LRP1"";""SIG"""
"4041;""LRP5"";""SIG"""
"4040;""LRP6"";""SIG"""
"7804;""LRP8"";""SIG"""
"9209;""LRRFIP2"";""SIG"""
"79705;""LRRK1"";""SIG"""
"120892;""LRRK2"";""SIG"""
"54674;""LRRN3"";""SIG"""
"4046;""LSP1"";""SIG"""
"1241;""LTB4R"";""SIG"""
"56413;""LTB4R2"";""SIG"""
"84445;""LZTS2"";""SIG"""
"23499;""MACF1"";""SIG"""
"10892;""MALT1"";""SIG"""
"9794;""MAML1"";""SIG"""
"84441;""MAML2"";""SIG"""
"55534;""MAML3"";""SIG"""
"5605;""MAP2K2"";""SIG"""
"4214;""MAP3K1"";""SIG"""
"4296;""MAP3K11"";""SIG"""
"9175;""MAP3K13"";""SIG"""
"10746;""MAP3K2"";""SIG"""
"6885;""MAP3K7"";""SIG"""
"10454;""TAB1"";""SIG"""
"23118;""TAB2"";""SIG"""
"4293;""MAP3K9"";""SIG"""
"5595;""MAPK3"";""SIG"""
"23162;""MAPK8IP3"";""SIG"""
"5601;""MAPK9"";""SIG"""
"9261;""MAPKAPK2"";""SIG"""
"8649;""LAMTOR3"";""SIG"""
"4142;""MAS1"";""SIG"""
"116511;""MAS1L"";""SIG"""
"4145;""MATK"";""SIG"""
"8932;""MBD2"";""SIG"""
"8930;""MBD4"";""SIG"""
"51562;""MBIP"";""SIG"""
"4158;""MC2R"";""SIG"""
"4159;""MC3R"";""SIG"""
"4160;""MC4R"";""SIG"""
"4161;""MC5R"";""SIG"""
"23101;""MCF2L2"";""SIG"""
"2847;""MCHR1"";""SIG"""
"84539;""MCHR2"";""SIG"""
"79772;""MCTP1"";""SIG"""
"55784;""MCTP2"";""SIG"""
"9656;""MDC1"";""SIG"""
"4188;""MDFI"";""SIG"""
"29969;""MDFIC"";""SIG"""
"4193;""MDM2"";""SIG"""
"9968;""MED12"";""SIG"""
"9969;""MED13"";""SIG"""
"9282;""MED14"";""SIG"""
"10025;""MED16"";""SIG"""
"9440;""MED17"";""SIG"""
"9862;""MED24"";""SIG"""
"90390;""MED30"";""SIG"""
"29079;""MED4"";""SIG"""
"4221;""MEN1"";""SIG"""
"23184;""MESDC2"";""SIG"""
"4233;""MET"";""SIG"""
"9927;""MFN2"";""SIG"""
"4258;""MGST2"";""SIG"""
"57534;""MIB1"";""SIG"""
"142678;""MIB2"";""SIG"""
"4276;NA;""SIG"""
"4277;""MICB"";""SIG"""
"4282;""MIF"";""SIG"""
"4292;""MLH1"";""SIG"""
"8085;""KMT2D"";""SIG"""
"55904;""KMT2E"";""SIG"""
"2862;""MLNR"";""SIG"""
"64223;""MLST8"";""SIG"""
"64112;""MOAP1"";""SIG"""
"9019;""MPZL1"";""SIG"""
"22808;""MRAS"";""SIG"""
"116512;""MRGPRD"";""SIG"""
"116534;""MRGPRE"";""SIG"""
"116535;""MRGPRF"";""SIG"""
"386746;""MRGPRG"";""SIG"""
"259249;""MRGPRX1"";""SIG"""
"117194;""MRGPRX2"";""SIG"""
"117195;""MRGPRX3"";""SIG"""
"117196;""MRGPRX4"";""SIG"""
"931;""MS4A1"";""SIG"""
"341116;""MS4A10"";""SIG"""
"54860;""MS4A12"";""SIG"""
"503497;""MS4A13"";""SIG"""
"84689;""MS4A14"";""SIG"""
"219995;""MS4A15"";""SIG"""
"2206;""MS4A2"";""SIG"""
"932;""MS4A3"";""SIG"""
"51338;""MS4A4A"";""SIG"""
"64232;""MS4A5"";""SIG"""
"64231;""MS4A6A"";""SIG"""
"245802;""MS4A6E"";""SIG"""
"58475;""MS4A7"";""SIG"""
"83661;""MS4A8"";""SIG"""
"4436;""MSH2"";""SIG"""
"2956;""MSH6"";""SIG"""
"2660;""MSTN"";""SIG"""
"4496;""MT1H"";""SIG"""
"4543;""MTNR1A"";""SIG"""
"4544;""MTNR1B"";""SIG"""
"9788;""MTSS1"";""SIG"""
"79594;""MUL1"";""SIG"""
"4593;""MUSK"";""SIG"""
"4627;""MYH9"";""SIG"""
"85366;""MYLK2"";""SIG"""
"4651;""MYO10"";""SIG"""
"4643;""MYO1E"";""SIG"""
"4646;""MYO6"";""SIG"""
"4649;""MYO9A"";""SIG"""
"4650;""MYO9B"";""SIG"""
"4683;""NBN"";""SIG"""
"4684;""NCAM1"";""SIG"""
"4690;""NCK1"";""SIG"""
"8648;""NCOA1"";""SIG"""
"10499;""NCOA2"";""SIG"""
"8202;""NCOA3"";""SIG"""
"8031;""NCOA4"";""SIG"""
"23054;""NCOA6"";""SIG"""
"23413;""NCS1"";""SIG"""
"10403;""NDC80"";""SIG"""
"81565;""NDEL1"";""SIG"""
"80762;""NDFIP1"";""SIG"""
"4692;""NDN"";""SIG"""
"57447;""NDRG2"";""SIG"""
"3340;""NDST1"";""SIG"""
"4724;""NDUFS4"";""SIG"""
"4734;""NEDD4"";""SIG"""
"58158;""NEUROD4"";""SIG"""
"4763;""NF1"";""SIG"""
"4771;""NF2"";""SIG"""
"4792;""NFKBIA"";""SIG"""
"4803;""NGF"";""SIG"""
"4804;""NGFR"";""SIG"""
"11188;""NISCH"";""SIG"""
"85407;""NKD1"";""SIG"""
"85409;""NKD2"";""SIG"""
"28512;""NKIRAS1"";""SIG"""
"28511;""NKIRAS2"";""SIG"""
"54475;""NLE1"";""SIG"""
"197358;""NLRC3"";""SIG"""
"58484;""NLRC4"";""SIG"""
"22861;""NLRP1"";""SIG"""
"4829;""NMBR"";""SIG"""
"9111;""NMI"";""SIG"""
"10316;""NMUR1"";""SIG"""
"56923;""NMUR2"";""SIG"""
"4843;""NOS2"";""SIG"""
"4846;""NOS3"";""SIG"""
"2831;""NPBWR1"";""SIG"""
"2832;""NPBWR2"";""SIG"""
"64106;""NPFFR1"";""SIG"""
"10886;""NPFFR2"";""SIG"""
"4868;""NPHS1"";""SIG"""
"4883;""NPR3"";""SIG"""
"387129;""NPSR1"";""SIG"""
"4886;""NPY1R"";""SIG"""
"4887;""NPY2R"";""SIG"""
"4889;""NPY5R"";""SIG"""
"4888;""NPY6R"";""SIG"""
"4893;""NRAS"";""SIG"""
"3084;""NRG1"";""SIG"""
"9542;""NRG2"";""SIG"""
"10718;""NRG3"";""SIG"""
"8204;""NRIP1"";""SIG"""
"4908;""NTF3"";""SIG"""
"4914;""NTRK1"";""SIG"""
"4915;""NTRK2"";""SIG"""
"4916;""NTRK3"";""SIG"""
"4922;""NTS"";""SIG"""
"4923;""NTSR1"";""SIG"""
"64359;""NXN"";""SIG"""
"4952;""OCRL"";""SIG"""
"2652;""OPN1MW"";""SIG"""
"728458;""OPN1MW2"";""SIG"""
"4985;""OPRD1"";""SIG"""
"4986;""OPRK1"";""SIG"""
"4987;""OPRL1"";""SIG"""
"4988;""OPRM1"";""SIG"""
"341276;""OR10A2"";""SIG"""
"26496;""OR10A3"";""SIG"""
"283297;""OR10A4"";""SIG"""
"144124;""OR10A5"";""SIG"""
"390093;""OR10A6"";""SIG"""
"121364;""OR10A7"";""SIG"""
"392133;""OR10AC1"";""SIG"""
"121275;""OR10AD1"";""SIG"""
"282770;""OR10AG1"";""SIG"""
"442194;""OR10C1"";""SIG"""
"26497;""OR10D3"";""SIG"""
"390266;""OR10D4P"";""SIG"""
"26534;""OR10G2"";""SIG"""
"26533;""OR10G3"";""SIG"""
"390264;""OR10G4"";""SIG"""
"79490;""OR10G6"";""SIG"""
"390265;""OR10G7"";""SIG"""
"219869;""OR10G8"";""SIG"""
"219870;""OR10G9"";""SIG"""
"26539;""OR10H1"";""SIG"""
"26538;""OR10H2"";""SIG"""
"26532;""OR10H3"";""SIG"""
"126541;""OR10H4"";""SIG"""
"284433;""OR10H5"";""SIG"""
"26476;""OR10J1"";""SIG"""
"441911;""OR10J3"";""SIG"""
"391121;""OR10J4"";""SIG"""
"127385;""OR10J5"";""SIG"""
"401973;""OR10J6P"";""SIG"""
"391109;""OR10K1"";""SIG"""
"391107;""OR10K2"";""SIG"""
"121130;""OR10P1"";""SIG"""
"219960;""OR10Q1"";""SIG"""
"343406;""OR10R2"";""SIG"""
"219873;""OR10S1"";""SIG"""
"128360;""OR10T2"";""SIG"""
"390201;""OR10V1"";""SIG"""
"81341;""OR10W1"";""SIG"""
"128367;""OR10X1"";""SIG"""
"128368;""OR10Z1"";""SIG"""
"26531;""OR11A1"";""SIG"""
"390439;""OR11G2"";""SIG"""
"81061;""OR11H1"";""SIG"""
"440153;""OR11H12"";""SIG"""
"79334;""OR11H2"";""SIG"""
"390442;""OR11H4"";""SIG"""
"122748;""OR11H6"";""SIG"""
"390441;""OR11H7"";""SIG"""
"391189;""OR11L1"";""SIG"""
"26529;""OR12D2"";""SIG"""
"81797;""OR12D3"";""SIG"""
"79290;""OR13A1"";""SIG"""
"392376;""OR13C2"";""SIG"""
"138803;""OR13C3"";""SIG"""
"138804;""OR13C4"";""SIG"""
"138799;""OR13C5"";""SIG"""
"138802;""OR13C8"";""SIG"""
"286362;""OR13C9"";""SIG"""
"286365;""OR13D1"";""SIG"""
"138805;""OR13F1"";""SIG"""
"441933;""OR13G1"";""SIG"""
"347468;""OR13H1"";""SIG"""
"392309;""OR13J1"";""SIG"""
"284532;""OR14A16"";""SIG"""
"388761;""OR14A2"";""SIG"""
"127066;""OR14C36"";""SIG"""
"401994;""OR14I1"";""SIG"""
"442191;""OR14J1"";""SIG"""
"127617;""OR14L1P"";""SIG"""
"8383;""OR1A1"";""SIG"""
"26189;""OR1A2"";""SIG"""
"347169;""OR1B1"";""SIG"""
"26188;""OR1C1"";""SIG"""
"4991;""OR1D2"";""SIG"""
"8385;NA;""SIG"""
"8386;""OR1D5"";""SIG"""
"8387;""OR1E1"";""SIG"""
"8389;""OR1E3"";""SIG"""
"442179;""OR1F12"";""SIG"""
"26184;""OR1F2P"";""SIG"""
"126370;""OR1I1"";""SIG"""
"347168;""OR1J1"";""SIG"""
"26740;""OR1J2"";""SIG"""
"26219;""OR1J4"";""SIG"""
"392392;""OR1K1"";""SIG"""
"26737;""OR1L1"";""SIG"""
"26735;""OR1L3"";""SIG"""
"254973;""OR1L4"";""SIG"""
"392390;""OR1L6"";""SIG"""
"138881;""OR1L8"";""SIG"""
"125963;""OR1M1"";""SIG"""
"138883;""OR1N1"";""SIG"""
"138882;""OR1N2"";""SIG"""
"8391;""OR1P1"";""SIG"""
"158131;""OR1Q1"";""SIG"""
"219959;""OR1S1"";""SIG"""
"219958;""OR1S2"";""SIG"""
"346528;""OR2A1"";""SIG"""
"346525;""OR2A12"";""SIG"""
"135941;""OR2A14"";""SIG"""
"442361;""OR2A2"";""SIG"""
"392138;""OR2A25"";""SIG"""
"79541;""OR2A4"";""SIG"""
"402317;""OR2A42"";""SIG"""
"393046;""OR2A5"";""SIG"""
"401427;""OR2A7"";""SIG"""
"81392;""OR2AE1"";""SIG"""
"144125;""OR2AG1"";""SIG"""
"338755;""OR2AG2"";""SIG"""
"127608;""OR2AJ1"";""SIG"""
"391191;""OR2AK2"";""SIG"""
"121129;""OR2AP1"";""SIG"""
"341152;""OR2AT4"";""SIG"""
"127623;""OR2B11"";""SIG"""
"81697;""OR2B2"";""SIG"""
"442184;""OR2B3"";""SIG"""
"26212;""OR2B6"";""SIG"""
"65944;""OR2B8P"";""SIG"""
"4993;""OR2C1"";""SIG"""
"81472;""OR2C3"";""SIG"""
"120776;""OR2D2"";""SIG"""
"120775;""OR2D3"";""SIG"""
"135948;""OR2F2"";""SIG"""
"81470;""OR2G2"";""SIG"""
"81469;""OR2G3"";""SIG"""
"391211;""OR2G6"";""SIG"""
"26716;""OR2H1"";""SIG"""
"7932;""OR2H2"";""SIG"""
"442197;""OR2I1P"";""SIG"""
"442185;""OR2J1"";""SIG"""
"26707;""OR2J2"";""SIG"""
"442186;""OR2J3"";""SIG"""
"26248;""OR2K2"";""SIG"""
"284521;""OR2L13"";""SIG"""
"26246;""OR2L2"";""SIG"""
"391192;""OR2L3"";""SIG"""
"81466;""OR2L5"";""SIG"""
"391190;""OR2L8"";""SIG"""
"391194;""OR2M2"";""SIG"""
"127062;""OR2M3"";""SIG"""
"26245;""OR2M4"";""SIG"""
"127059;""OR2M5"";""SIG"""
"391196;""OR2M7"";""SIG"""
"56656;""OR2S2"";""SIG"""
"26696;""OR2T1"";""SIG"""
"127069;""OR2T10"";""SIG"""
"127077;""OR2T11"";""SIG"""
"127064;""OR2T12"";""SIG"""
"401992;""OR2T2"";""SIG"""
"403239;""OR2T27"";""SIG"""
"343563;""OR2T29"";""SIG"""
"343173;""OR2T3"";""SIG"""
"391195;""OR2T33"";""SIG"""
"127068;""OR2T34"";""SIG"""
"403244;""OR2T35"";""SIG"""
"127074;""OR2T4"";""SIG"""
"401993;""OR2T5"";""SIG"""
"254879;""OR2T6"";""SIG"""
"81458;""OR2T7"";""SIG"""
"343172;""OR2T8"";""SIG"""
"26693;""OR2V1"";""SIG"""
"285659;""OR2V2"";""SIG"""
"26692;""OR2W1"";""SIG"""
"343171;""OR2W3"";""SIG"""
"441932;""OR2W5"";""SIG"""
"81406;""OR2W6P"";""SIG"""
"134083;""OR2Y1"";""SIG"""
"284383;""OR2Z1"";""SIG"""
"81328;""OR4A15"";""SIG"""
"81327;""OR4A16"";""SIG"""
"403253;""OR4A47"";""SIG"""
"390134;""OR4A4P"";""SIG"""
"81318;""OR4A5"";""SIG"""
"81315;""OR4A8"";""SIG"""
"119765;""OR4B1"";""SIG"""
"219429;""OR4C11"";""SIG"""
"283093;""OR4C12"";""SIG"""
"283092;""OR4C13"";""SIG"""
"81309;""OR4C15"";""SIG"""
"219428;""OR4C16"";""SIG"""
"256144;""OR4C3"";""SIG"""
"403257;""OR4C45"";""SIG"""
"119749;""OR4C46"";""SIG"""
"79346;""OR4C5"";""SIG"""
"219432;""OR4C6"";""SIG"""
"26689;""OR4D1"";""SIG"""
"390197;""OR4D10"";""SIG"""
"219986;""OR4D11"";""SIG"""
"124538;""OR4D2"";""SIG"""
"219875;""OR4D5"";""SIG"""
"219983;""OR4D6"";""SIG"""
"390199;""OR4D9"";""SIG"""
"26687;""OR4E1"";""SIG"""
"26686;""OR4E2"";""SIG"""
"390649;""OR4F15"";""SIG"""
"81399;""OR4F16"";""SIG"""
"81099;""OR4F17"";""SIG"""
"441308;""OR4F21"";""SIG"""
"729759;""OR4F29"";""SIG"""
"26683;""OR4F3"";""SIG"""
"26682;""OR4F4"";""SIG"""
"79501;""OR4F5"";""SIG"""
"390648;""OR4F6"";""SIG"""
"79544;""OR4K1"";""SIG"""
"390433;""OR4K13"";""SIG"""
"122740;""OR4K14"";""SIG"""
"81127;""OR4K15"";""SIG"""
"390436;""OR4K17"";""SIG"""
"390431;""OR4K2"";""SIG"""
"283617;""OR4K3"";""SIG"""
"79317;""OR4K5"";""SIG"""
"122742;""OR4L1"";""SIG"""
"441670;""OR4M1"";""SIG"""
"390538;""OR4M2"";""SIG"""
"390429;""OR4N2"";""SIG"""
"283694;""OR4N4"";""SIG"""
"390437;""OR4N5"";""SIG"""
"81300;""OR4P4"";""SIG"""
"390432;""OR4Q2"";""SIG"""
"441669;""OR4Q3"";""SIG"""
"256148;""OR4S1"";""SIG"""
"219431;""OR4S2"";""SIG"""
"390113;""OR4X1"";""SIG"""
"119764;""OR4X2"";""SIG"""
"401667;""OR51A2"";""SIG"""
"401666;""OR51A4"";""SIG"""
"119687;""OR51A7"";""SIG"""
"79345;""OR51B2"";""SIG"""
"79339;""OR51B4"";""SIG"""
"282763;""OR51B5"";""SIG"""
"390058;""OR51B6"";""SIG"""
"390038;""OR51D1"";""SIG"""
"143503;""OR51E1"";""SIG"""
"81285;""OR51E2"";""SIG"""
"256892;""OR51F1"";""SIG"""
"119694;""OR51F2"";""SIG"""
"79324;""OR51G1"";""SIG"""
"81282;""OR51G2"";""SIG"""
"401663;""OR51H1"";""SIG"""
"390063;""OR51I1"";""SIG"""
"390064;""OR51I2"";""SIG"""
"79470;""OR51J1"";""SIG"""
"119682;""OR51L1"";""SIG"""
"390059;""OR51M1"";""SIG"""
"390061;""OR51Q1"";""SIG"""
"119692;""OR51S1"";""SIG"""
"401665;""OR51T1"";""SIG"""
"283111;""OR51V1"";""SIG"""
"390053;""OR52A4P"";""SIG"""
"390054;""OR52A5"";""SIG"""
"255725;""OR52B2"";""SIG"""
"143496;""OR52B4"";""SIG"""
"340980;""OR52B6"";""SIG"""
"390066;""OR52D1"";""SIG"""
"79296;""OR52E1"";""SIG"""
"119678;""OR52E2"";""SIG"""
